dates,B6,C2,C1,B4,B5,A1,A2,B1,B2,B3
2018-05-17 16:33:10+00:00,,,,461.33970183510826,,,531.7061396456367,,471.1282472029496,463.4242766107822
2018-05-27 16:33:57+00:00,473.4420231879487,421.070848792883,440.8409417547142,500.60205850426615,509.9060643289659,575.5848211908824,560.0740632545011,520.8424859915245,509.1702062474662,496.779097803597
2018-06-01 16:33:04+00:00,461.7156970005641,410.1218136830943,436.4500164991206,483.2674338335813,495.5785187766865,564.5244603760724,548.8557303510377,514.7191955357424,490.60883175618005,484.9609668667124
2018-07-13 16:15:18+00:00,459.5879352062369,409.6172001066676,434.2172209150801,496.7512317807118,483.6623141266246,566.4817646686038,544.7754321302511,507.8921371787569,488.3028462413219,480.581822688698
2018-10-04 16:33:04+00:00,458.1705984366444,412.09113319773326,427.32904229394927,510.8090915386721,495.7099723945709,573.5354368266215,547.2467744554116,525.2961201595182,509.7373090089064,
2018-10-29 16:33:05+00:00,435.4890525060613,407.91511122011457,437.8736444255489,493.6784461444465,471.46704813846713,562.7580781790418,547.1279154862219,494.2102217452691,483.3289944115666,482.68085364661584
2018-12-08 16:33:50+00:00,478.8230522354178,412.4456661807448,450.0826396035836,508.8164092712804,497.2734901536102,571.80031568206,558.6011778785429,523.084093289518,487.9954624958965,519.0577240148226
2019-01-12 16:33:51+00:00,462.22181154883896,,434.40531423998334,503.5104134000045,494.2102059176898,564.4100524315093,546.39261103362,525.5349499097098,507.1375852376071,497.4965855465094
2019-01-22 16:33:52+00:00,479.8265710564185,413.83155806343535,448.2995045013905,,498.93600937321503,561.7313898042048,545.1933664509233,513.3299994422059,,
2019-02-06 16:15:54+00:00,471.2906203369767,392.499674551999,432.4189354341089,506.3669387345565,489.7984689087848,546.8395117124121,543.3893444499363,505.5310628064513,497.6435361058786,494.77831263011353
2019-02-06 16:33:56+00:00,475.9005087561699,408.293919497395,440.6219152379394,506.4608543996363,498.4944132041541,554.6189706325464,548.5446499469904,520.2900416939973,514.6235801131324,502.4209564966372
2019-02-11 16:33:52+00:00,474.9688157788146,403.3249161539046,442.0357038689142,509.86249396530906,491.4451595650261,563.6247916246224,553.8916750792035,525.606750795689,511.2538890785009,505.0068892994377
2019-02-16 16:33:55+00:00,501.6566554792721,429.7892966509584,461.70584170378106,536.301763040302,524.0298111768234,582.11250796559,575.8740429981117,548.3793800625045,530.7413991937584,524.6838136833675
2019-02-21 16:33:51+00:00,482.8145381509902,411.365764417324,440.1510237980872,522.8349375967612,514.3905793760769,554.3189718660831,548.2943564177131,532.8848378232279,526.914752634772,521.6225225455113
2019-02-22 16:15:51+00:00,476.6464616904681,389.907569187967,425.7626598412532,519.7128658155921,510.211319782814,548.9507414677356,540.7774056493565,526.611065262696,515.1203936319941,506.6108250037397
2019-03-03 16:33:50+00:00,486.1192662341778,414.5758532237153,442.8665905882897,524.9437150761519,517.8291596477228,572.3247231956777,,,515.152000531798,513.6557130639757
2019-03-08 16:33:53+00:00,480.318946810396,399.39765758884414,437.1030307688912,,,564.1357206107969,553.706407022737,525.1613340278752,512.1679496458631,
2019-03-13 16:33:51+00:00,479.3266513298152,403.095980307364,438.3351954672211,512.0458186582063,504.0985559956421,566.6028487499088,551.3378267094901,526.8012945532364,503.1319144950069,499.20567576394814
2019-03-26 16:15:42+00:00,477.5881075343102,391.0309486553565,439.2666261543087,507.0735168357687,491.75602746482576,556.4432148291069,543.2144037626151,519.5873370465816,504.5777241814408,499.85268508535336
2019-03-28 16:33:57+00:00,482.4489043415751,412.64586892495646,451.6368476068542,518.7589181263646,504.5464272304952,572.2999772814903,564.61300699273,536.3754188070096,518.1413174200499,510.2510016925471
2019-04-02 16:33:56+00:00,490.49759762440783,415.3559176626787,449.5659012692413,517.3061260057243,505.7562270529783,571.0246134009851,558.9747128552424,533.2048677321876,520.1665224089828,511.8947446443802
2019-04-07 16:33:59+00:00,491.84266833481206,410.42851367156896,448.7603268804934,511.4887098417056,503.143656107647,566.497228988265,550.5980133669748,530.5990385468846,520.0520549225091,523.8606740014335
2019-04-12 16:33:57+00:00,486.5544433891645,414.553304978926,453.3625133416347,515.9939281444524,504.4094328161488,570.2527014281234,558.9989167118335,532.4708014591283,512.2052553389376,515.4868398309594
2019-04-17 16:34:01+00:00,496.0681065169743,,462.85716112554377,526.4044387227568,516.3646109826942,578.4574453894145,567.5758327567069,549.8312946857972,531.0068927170736,522.095742341729
