dates,satname,MNDWI_threshold,cloud_cover,geoaccuracy
2025-06-09 16:34:16+00:00,S2,-0.26096308972642634,0.0,PASSED
2025-06-11 16:34:11+00:00,S2,-0.3168095184090102,0.0,PASSED
2025-06-19 16:34:14+00:00,S2,-0.3147432920594237,0.0,PASSED
2025-07-04 16:33:59+00:00,S2,-0.30345040938630824,0.0,PASSED
2025-08-03 16:33:56+00:00,S2,-0.27138475710704446,0.010257390417940876,PASSED
2025-09-10 16:16:21+00:00,L9,-0.19940357260267194,0.0,4.879
2025-09-22 16:33:55+00:00,S2,-0.14943962689135482,0.040647298674821614,PASSED
2025-10-02 16:33:56+00:00,S2,-0.3721087512121556,0.0,PASSED
2025-11-21 16:16:27+00:00,L8,-0.2507621413586488,0.0,5.573
2025-11-21 16:33:50+00:00,S2,-0.15887061057262772,0.16386340468909277,PASSED
2025-12-15 16:16:30+00:00,L9,-0.2954714078575105,0.0,5.176
2025-12-16 16:34:00+00:00,S2,-0.27645613767751065,0.0,PASSED
2026-01-08 16:16:14+00:00,L8,-0.31134587918062445,0.0,6.371
2026-01-10 16:33:53+00:00,S2,-0.32957770462375846,0.0,PASSED
2026-01-15 16:33:56+00:00,S2,-0.2659635196337756,0.2329892966360856,PASSED
2026-01-20 16:33:51+00:00,S2,-0.2635854006403646,0.0,PASSED
2026-01-30 16:33:50+00:00,S2,-0.37197243681180847,0.0,PASSED
2026-02-01 16:16:23+00:00,L9,-0.30990014184871784,0.0,5.669
2026-02-14 16:33:57+00:00,S2,-0.40352958889069546,0.0,PASSED
2026-02-17 16:16:18+00:00,L9,-0.23427965769395842,0.0,5.685
2026-02-19 16:33:52+00:00,S2,-0.30436220213501447,0.0,PASSED
2026-02-25 16:16:08+00:00,L8,-0.2770447071436905,0.0,5.423
2026-03-01 16:33:54+00:00,S2,-0.25919050442664604,0.0,PASSED
2026-03-05 16:16:15+00:00,L9,-0.2506688929730307,0.0,5.703
2026-03-06 16:33:56+00:00,S2,-0.2828976265730402,0.0,PASSED
2026-03-13 16:15:57+00:00,L8,-0.2163871571940525,0.0,5.358
2026-03-16 16:33:58+00:00,S2,-0.24309567966181395,0.0,PASSED
2026-03-21 16:16:04+00:00,L9,-0.30043355244951664,0.0,6.196
2026-03-21 16:33:52+00:00,S2,-0.2229757206322277,0.0,PASSED
2026-03-28 16:34:16+00:00,S2,-0.2690107156199967,0.015927624872579,PASSED
2026-03-29 16:15:48+00:00,L8,-0.2497433568807996,0.0,5.898
2026-03-31 16:33:54+00:00,S2,-0.3086124111350007,0.0030581039755351682,PASSED
2026-04-05 16:33:54+00:00,S2,-0.2802000183990037,0.0,PASSED
2026-04-10 16:33:54+00:00,S2,-0.27386356572873055,0.0,PASSED
2026-04-15 16:33:54+00:00,S2,-0.43024516520979006,0.2461136595310907,PASSED
2026-04-20 16:33:52+00:00,S2,-0.3152246797992202,0.0,PASSED
2026-04-22 16:15:54+00:00,L9,-0.29805606425806996,0.0,7.388
2026-04-30 16:15:37+00:00,L8,-0.24184820165069532,0.16903888481291268,6.1
2026-05-05 16:33:56+00:00,S2,-0.29014950415775204,0.0,PASSED
2026-05-07 16:34:08+00:00,S2,-0.3005982021238106,0.0,PASSED
2026-05-10 16:33:52+00:00,S2,-0.3153975680030377,0.0,PASSED
2026-06-01 16:15:13+00:00,L8,-0.31506037999824993,0.0,6.945
2026-06-16 16:34:11+00:00,S2,-0.348017612923562,0.0,PASSED
2026-06-17 16:15:21+00:00,L8,-0.28888684049816854,0.0,6.218
2026-07-27 16:15:54+00:00,L9,-0.33556093236700035,0.0,5.79
2026-08-05 16:34:13+00:00,S2,-0.27093096451733706,0.033448012232415905,PASSED
